Time_Now;Buffer_Level 
3.42127;0
3.42127;2;
6.24578;0
6.24578;2;
6.74183;1.50396
6.74183;3.50396;
7.07255;3.17323
7.07255;5.17323;
7.60219;4.64359
7.60219;6.64359;
7.79469;6.4511
7.79469;8.4511;
8.03966;8.20613
8.03966;10.2061;
8.1822;10.0636
8.1822;12.0636;
8.51592;11.7299
8.51592;13.7299;
9.32479;12.921
9.32479;14.921;
10.9522;13.2935
10.9522;15.2935;
11.507;14.7388
11.507;16.7388;
13.0709;15.1749
13.0709;17.1749;
13.5496;16.6962
13.5496;18.6962;
14.1076;18.1382
14.1076;20.1382;
15.7912;18.4545
15.7912;20.4545;
16.8581;19.3877
16.8581;21.3877;
19.1341;19.1117
19.1341;21.1117;
21.5421;18.7037
21.5421;20.7037;
22.3509;19.8948
22.3509;21.8948;
23.0673;21.1785
23.0673;23.1785;
24.5599;21.6859
24.5599;23.6859;
25.6608;22.585
25.6608;24.585;
29.1031;21.1426
29.1031;23.1426;
30.579;21.6668
30.579;23.6668;
31.5856;22.6602
31.5856;24.6602;
34.2797;21.9661
34.2797;23.9661;
35.5945;22.6513
35.5945;24.6513;
36.5868;23.659
36.5868;25.659;
37.834;24.4118
37.834;26.4118;
